35	15135	ADJ_make	-5(1093) -4(1652) -3(1682) -2(2932) -1(3870) 1(109) 2(1264) 3(925) 4(961) 5(647)
36	14483	ADJ_i	-5(1938) -4(1918) -3(2049) -2(1569) -1(360) 1(239) 2(1274) 3(2454) 4(1719) 5(963)
37	14385	ADJ_The	-5(2463) -4(2662) -3(1679) -2(1210) -1(5839) 1(55) 2(152) 3(155) 4(92) 5(78)
38	14106	ADJ_all	-5(903) -4(2533) -3(1767) -2(1728) -1(1885) 1(384) 2(1392) 3(1544) 4(1180) 5(790)
39	12424	ADJ_Enron	-5(1103) -4(1897) -3(1532) -2(833) -1(397) 1(863) 2(963) 3(2143) 4(1519) 5(1174)
40	12388	ADJ_may	-5(1259) -4(3167) -3(1806) -2(2630) -1(70) 1(92) 2(787) 3(1524) 4(638) 5(415)
41	11652	ADJ_can	-5(1126) -4(2052) -3(2208) -2(1172) -1(370) 1(150) 2(1005) 3(1430) 4(1217) 5(922)
42	11641	ADJ_my	-5(678) -4(1197) -3(813) -2(740) -1(2541) 1(236) 2(1472) 3(1976) 4(1429) 5(559)
43	11619	ADJ_so	-5(1136) -4(1685) -3(854) -2(690) -1(2105) 1(930) 2(1250) 3(1128) 4(1078) 5(763)
44	11067	ADJ_about	-5(705) -4(1093) -3(969) -2(2026) -1(550) 1(1958) 2(1220) 3(934) 4(1005) 5(607)
45	10979	ADJ_need	-5(990) -4(2158) -3(1769) -2(2034) -1(472) 1(413) 2(496) 3(911) 4(978) 5(758)
46	10935	ADJ_which	-5(1031) -4(1855) -3(1692) -2(1095) -1(201) 1(347) 2(1470) 3(1205) 4(1175) 5(864)
47	10720	ADJ_its	-5(684) -4(1184) -3(1000) -2(1333) -1(2790) 1(308) 2(793) 3(1173) 4(829) 5(626)
48	10090	ADJ_very	-5(310) -4(701) -3(468) -2(482) -1(6527) 1(45) 2(339) 3(516) 4(458) 5(244)
49	10015	ADJ_up	-5(624) -4(1145) -3(1952) -2(1668) -1(328) 1(1256) 2(495) 3(908) 4(947) 5(692)
50	9829	ADJ_market	-5(611) -4(1030) -3(1031) -2(581) -1(309) 1(2240) 2(1163) 3(979) 4(1014) 5(871)
51	9687	ADJ_some	-5(583) -4(1259) -3(1358) -2(788) -1(2944) 1(145) 2(504) 3(822) 4(807) 5(477)
52	9635	ADJ_he	-5(884) -4(1605) -3(1857) -2(1198) -1(224) 1(392) 2(1014) 3(1057) 4(806) 5(598)
53	9535	ADJ_more	-5(552) -4(1132) -3(999) -2(682) -1(3429) 1(351) 2(390) 3(628) 4(858) 5(514)
54	9517	ADJ_their	-5(568) -4(1012) -3(638) -2(481) -1(2087) 1(246) 2(945) 3(1611) 4(1263) 5(666)
55	9474	ADJ_time	-5(628) -4(1002) -3(961) -2(626) -1(316) 1(3249) 2(533) 3(755) 4(737) 5(667)
56	9321	ADJ_information	-5(582) -4(1479) -3(1436) -2(381) -1(225) 1(3427) 2(454) 3(416) 4(418) 5(503)
57	9317	ADJ_price	-5(528) -4(859) -3(1014) -2(750) -1(221) 1(2444) 2(1150) 3(763) 4(933) 5(655)
58	9307	ADJ_use	-5(884) -4(815) -3(1287) -2(1520) -1(341) 1(1302) 2(866) 3(593) 4(597) 5(1102)
59	9168	ADJ_than	-5(371) -4(588) -3(574) -2(1198) -1(680) 1(2892) 2(938) 3(723) 4(783) 5(421)
60	9129	ADJ_power	-5(479) -4(960) -3(949) -2(585) -1(181) 1(2232) 2(907) 3(1093) 4(1125) 5(618)
61	8932	ADJ_go	-5(685) -4(1363) -3(1564) -2(608) -1(591) 1(197) 2(1131) 3(1039) 4(1084) 5(670)
62	8850	ADJ_know	-5(1841) -4(2481) -3(1362) -2(892) -1(127) 1(98) 2(419) 3(437) 4(566) 5(627)
63	8517	ADJ_these	-5(487) -4(1298) -3(714) -2(602) -1(939) 1(247) 2(837) 3(1583) 4(1336) 5(474)
64	8418	ADJ_gas	-5(401) -4(713) -3(598) -2(512) -1(391) 1(2583) 2(805) 3(902) 4(1015) 5(498)
65	8351	ADJ_work	-5(713) -4(898) -3(1410) -2(634) -1(479) 1(998) 2(866) 3(936) 4(794) 5(623)
66	8260	ADJ_should	-5(707) -4(1412) -3(1505) -2(1727) -1(124) 1(164) 2(787) 3(735) 4(587) 5(512)
67	8066	ADJ_Im	-5(490) -4(806) -3(872) -2(2080) -1(2727) 1(171) 2(297) 3(264) 4(216) 5(143)
68	7940	ADJ_one	-5(514) -4(1291) -3(1705) -2(379) -1(591) 1(848) 2(580) 3(759) 4(732) 5(541)
69	7897	ADJ_deal	-5(472) -4(898) -3(887) -2(605) -1(233) 1(2080) 2(739) 3(681) 4(743) 5(559)
70	7829	ADJ_there	-5(629) -4(1171) -3(2155) -2(1151) -1(189) 1(386) 2(648) 3(518) 4(514) 5(468)
71	7819	ADJ_think	-5(1431) -4(2386) -3(1279) -2(753) -1(95) 1(139) 2(255) 3(593) 4(497) 5(391)
72	7731	ADJ_other	-5(741) -4(831) -3(713) -2(569) -1(1350) 1(140) 2(488) 3(1148) 4(1100) 5(651)
73	7614	ADJ_out	-5(579) -4(781) -3(1131) -2(1335) -1(418) 1(503) 2(481) 3(842) 4(886) 5(658)
74	7608	ADJ_contain	-5(705) -4(1733) -3(2113) -2(509) -1(1206) 1(12) 2(379) 3(85) 4(800) 5(66)
75	7590	ADJ_like	-5(768) -4(1452) -3(894) -2(1661) -1(191) 1(119) 2(621) 3(621) 4(750) 5(513)
76	7502	ADJ_business	-5(402) -4(685) -3(675) -2(458) -1(113) 1(1812) 2(903) 3(841) 4(1017) 5(596)
77	7110	ADJ_contract	-5(408) -4(686) -3(783) -2(564) -1(203) 1(1821) 2(629) 3(898) 4(639) 5(479)
78	7027	ADJ_issue	-5(449) -4(682) -3(833) -2(577) -1(292) 1(2087) 2(623) 3(442) 4(568) 5(474)
79	6785	ADJ_provide	-5(567) -4(1169) -3(792) -2(1380) -1(892) 1(55) 2(543) 3(533) 4(501) 5(353)
80	6773	ADJ_company	-5(506) -4(870) -3(778) -2(584) -1(341) 1(1197) 2(758) 3(533) 4(628) 5(578)
81	6604	ADJ_take	-5(471) -4(1014) -3(841) -2(1301) -1(331) 1(101) 2(713) 3(746) 4(643) 5(443)
82	6511	ADJ_no	-5(388) -4(646) -3(685) -2(334) -1(2298) 1(125) 2(494) 3(574) 4(616) 5(351)
83	6475	ADJ_We	-5(1330) -4(2127) -3(1865) -2(951) -1(107) 1(10) 2(24) 3(29) 4(14) 5(18)
84	6438	ADJ_look	-5(387) -4(923) -3(1434) -2(608) -1(1252) 1(271) 2(391) 3(417) 4(524) 5(231)
85	6359	ADJ_day	-5(396) -4(648) -3(645) -2(458) -1(404) 1(1532) 2(543) 3(550) 4(637) 5(546)
86	6296	ADJ_new	-5(553) -4(788) -3(592) -2(407) -1(675) 1(286) 2(286) 3(919) 4(1283) 5(507)
87	6285	ADJ_This	-5(1051) -4(2096) -3(2031) -2(628) -1(425) 1(9) 2(19) 3(13) 4(5) 5(8)
88	6274	ADJ_IT	-5(632) -4(1623) -3(2164) -2(1401) -1(93) 1(69) 2(54) 3(76) 4(121) 5(41)
89	6253	ADJ_give	-5(488) -4(683) -3(1539) -2(1195) -1(196) 1(202) 2(677) 3(468) 4(500) 5(305)
90	6144	ADJ_could	-5(529) -4(1012) -3(1188) -2(556) -1(149) 1(103) 2(633) 3(908) 4(594) 5(472)
91	6141	ADJ_into	-5(307) -4(506) -3(566) -2(1754) -1(468) 1(289) 2(525) 3(594) 4(655) 5(477)
92	6010	ADJ_just	-5(403) -4(1067) -3(1094) -2(923) -1(493) 1(183) 2(460) 3(494) 4(583) 5(310)
93	5966	ADJ_change	-5(441) -4(681) -3(920) -2(612) -1(163) 1(1284) 2(421) 3(482) 4(503) 5(459)
94	5950	ADJ_call	-5(430) -4(813) -3(689) -2(546) -1(101) 1(368) 2(1322) 3(566) 4(617) 5(498)
95	5811	ADJ_only	-5(540) -4(716) -3(1040) -2(841) -1(669) 1(355) 2(335) 3(439) 4(497) 5(379)
96	5784	ADJ_say	-5(830) -4(1028) -3(827) -2(555) -1(168) 1(289) 2(592) 3(529) 4(487) 5(479)
97	5769	ADJ_good	-5(512) -4(1095) -3(1002) -2(314) -1(394) 1(253) 2(264) 3(775) 4(679) 5(481)
98	5709	ADJ_see	-5(554) -4(986) -3(600) -2(1006) -1(225) 1(91) 2(943) 3(535) 4(448) 5(321)
99	5672	ADJ_year	-5(474) -4(725) -3(524) -2(385) -1(457) 1(853) 2(484) 3(527) 4(694) 5(549)
100	5658	ADJ_when	-5(495) -4(1079) -3(761) -2(494) -1(292) 1(534) 2(621) 3(516) 4(442) 5(424)
101	5629	ADJ_energy	-5(304) -4(464) -3(429) -2(253) -1(131) 1(1294) 2(448) 3(756) 4(1106) 5(444)
102	5539	ADJ_what	-5(492) -4(667) -3(656) -2(641) -1(268) 1(524) 2(632) 3(798) 4(483) 5(378)
103	5503	ADJ_want	-5(713) -4(1200) -3(1226) -2(633) -1(104) 1(47) 2(239) 3(454) 4(456) 5(431)
104	5402	ADJ_his	-5(328) -4(652) -3(454) -2(323) -1(1074) 1(140) 2(594) 3(746) 4(752) 5(339)
105	5401	ADJ_send	-5(349) -4(760) -3(1381) -2(887) -1(114) 1(39) 2(581) 3(445) 4(507) 5(338)
106	5226	ADJ_trading	-5(255) -4(468) -3(445) -2(340) -1(199) 1(1185) 2(687) 3(588) 4(733) 5(326)
107	5201	ADJ_also	-5(578) -4(817) -3(1112) -2(868) -1(558) 1(110) 2(206) 3(405) 4(359) 5(188)
108	5115	ADJ_please	-5(349) -4(656) -3(821) -2(840) -1(132) 1(410) 2(722) 3(490) 4(338) 5(357)
109	5042	ADJ_customer	-5(366) -4(449) -3(526) -2(391) -1(147) 1(1315) 2(342) 3(540) 4(535) 5(431)
110	5038	ADJ_who	-5(473) -4(625) -3(968) -2(694) -1(53) 1(388) 2(632) 3(428) 4(433) 5(344)
111	4956	ADJ_confidential	-5(152) -4(838) -3(169) -2(1399) -1(102) 1(120) 2(1391) 3(393) 4(49) 5(343)
112	4951	ADJ_group	-5(338) -4(683) -3(709) -2(384) -1(127) 1(1081) 2(499) 3(325) 4(420) 5(385)
113	4788	ADJ_state	-5(421) -4(502) -3(503) -2(637) -1(479) 1(518) 2(290) 3(377) 4(608) 5(453)
114	4779	ADJ_now	-5(296) -4(571) -3(597) -2(330) -1(351) 1(1422) 2(245) 3(383) 4(286) 5(298)
115	4767	ADJ_privileged	-5(4) -4(518) -3(110) -2(1375) -1(132) 1(326) 2(1248) 3(508) 4(457) 5(89)
116	4763	ADJ_over	-5(266) -4(386) -3(352) -2(1082) -1(173) 1(294) 2(718) 3(514) 4(625) 5(353)
117	4700	ADJ_such	-5(282) -4(492) -3(321) -2(918) -1(262) 1(104) 2(654) 3(705) 4(652) 5(310)
118	4677	ADJ_rate	-5(282) -4(524) -3(602) -2(289) -1(117) 1(1167) 2(662) 3(302) 4(414) 5(318)
119	4675	ADJ_email	-5(630) -4(802) -3(683) -2(373) -1(91) 1(796) 2(220) 3(275) 4(558) 5(247)
120	4644	ADJ_week	-5(427) -4(616) -3(557) -2(371) -1(251) 1(551) 2(546) 3(477) 4(394) 5(454)
121	4637	ADJ_cost	-5(243) -4(532) -3(522) -2(378) -1(119) 1(1269) 2(451) 3(390) 4(398) 5(335)
122	4529	ADJ_most	-5(230) -4(382) -3(332) -2(269) -1(2326) 1(76) 2(228) 3(219) 4(282) 5(185)
123	4500	ADJ_last	-5(310) -4(472) -3(197) -2(177) -1(126) 1(301) 2(661) 3(803) 4(1168) 5(285)
124	4494	ADJ_agreement	-5(303) -4(585) -3(629) -2(316) -1(136) 1(887) 2(561) 3(259) 4(343) 5(475)
125	4471	ADJ_next	-5(221) -4(364) -3(144) -2(83) -1(107) 1(614) 2(683) 3(1023) 4(928) 5(304)
126	4460	ADJ_under	-5(226) -4(321) -3(237) -2(906) -1(515) 1(285) 2(439) 3(646) 4(448) 5(437)
127	4319	ADJ_come	-5(311) -4(769) -3(579) -2(332) -1(168) 1(66) 2(629) 3(548) 4(615) 5(302)
128	4262	ADJ_two	-5(300) -4(397) -3(405) -2(322) -1(1158) 1(359) 2(242) 3(354) 4(470) 5(255)
129	4217	ADJ_number	-5(313) -4(400) -3(453) -2(634) -1(81) 1(1114) 2(424) 3(263) 4(236) 5(299)
130	4177	ADJ_report	-5(256) -4(554) -3(548) -2(408) -1(168) 1(882) 2(485) 3(358) 4(314) 5(204)
131	4163	ADJ_through	-5(245) -4(545) -3(329) -2(826) -1(295) 1(220) 2(350) 3(508) 4(534) 5(311)
132	4132	ADJ_service	-5(209) -4(543) -3(452) -2(298) -1(76) 1(837) 2(484) 3(356) 4(527) 5(350)
133	4119	ADJ_meeting	-5(379) -4(491) -3(459) -2(348) -1(105) 1(858) 2(387) 3(339) 4(402) 5(351)
134	4097	ADJ_still	-5(280) -4(542) -3(586) -2(676) -1(819) 1(28) 2(182) 3(419) 4(386) 5(179)
135	4091	ADJ_product	-5(230) -4(535) -3(422) -2(289) -1(99) 1(1086) 2(430) 3(346) 4(385) 5(269)
136	4087	ADJ_review	-5(349) -4(601) -3(560) -2(708) -1(123) 1(607) 2(382) 3(232) 4(309) 5(216)
137	4077	ADJ_Please	-5(652) -4(966) -3(1156) -2(1083) -1(188) 1(7) 2(11) 3(7) 4(3) 5(4)
138	3974	ADJ_copy	-5(169) -4(269) -3(1602) -2(127) -1(40) 1(1103) 2(114) 3(191) 4(217) 5(142)
139	3956	ADJ_well	-5(281) -4(612) -3(878) -2(462) -1(109) 1(152) 2(288) 3(493) 4(331) 5(350)
140	3947	ADJ_If	-5(759) -4(1224) -3(1251) -2(357) -1(310) 1(4) 2(18) 3(14) 4(2) 5(8)
141	3921	ADJ_each	-5(224) -4(380) -3(516) -2(149) -1(581) 1(59) 2(417) 3(822) 4(552) 5(221)
142	3860	ADJ_name	-5(168) -4(259) -3(356) -2(166) -1(77) 1(678) 2(317) 3(1369) 4(271) 5(199)
143	3828	ADJ_how	-5(264) -4(384) -3(297) -2(275) -1(945) 1(352) 2(308) 3(520) 4(263) 5(220)
144	3776	ADJ_position	-5(171) -4(414) -3(498) -2(285) -1(97) 1(1092) 2(392) 3(257) 4(266) 5(304)
145	3746	ADJ_because	-5(340) -4(707) -3(564) -2(326) -1(43) 1(557) 2(442) 3(263) 4(285) 5(219)
146	3694	ADJ_find	-5(350) -4(356) -3(503) -2(1123) -1(245) 1(24) 2(360) 3(282) 4(280) 5(171)
147	3677	ADJ_back	-5(314) -4(484) -3(725) -2(351) -1(94) 1(123) 2(318) 3(476) 4(421) 5(371)
148	3650	ADJ_system	-5(245) -4(369) -3(538) -2(302) -1(102) 1(575) 2(398) 3(422) 4(361) 5(338)
149	3648	ADJ_intend	-5(287) -4(1251) -3(236) -2(43) -1(2) 1(4) 2(547) 3(262) 4(937) 5(79)
150	3645	ADJ_term	-5(200) -4(276) -3(365) -2(194) -1(101) 1(1357) 2(257) 3(375) 4(321) 5(199)
151	3640	ADJ_thing	-5(204) -4(542) -3(474) -2(229) -1(130) 1(1325) 2(103) 3(214) 4(240) 5(179)
152	3593	ADJ_include	-5(243) -4(520) -3(620) -2(725) -1(344) 1(25) 2(287) 3(347) 4(242) 5(240)
153	3575	ADJ_transaction	-5(314) -4(310) -3(430) -2(284) -1(109) 1(863) 2(370) 3(350) 4(284) 5(261)
154	3548	ADJ_question	-5(289) -4(463) -3(681) -2(263) -1(34) 1(1127) 2(133) 3(157) 4(231) 5(170)
155	3545	ADJ_feel	-5(217) -4(233) -3(215) -2(282) -1(1946) 1(74) 2(110) 3(195) 4(164) 5(109)
156	3502	ADJ_message	-5(392) -4(527) -3(456) -2(419) -1(29) 1(720) 2(84) 3(104) 4(346) 5(425)
157	3487	ADJ_receive	-5(246) -4(346) -3(370) -2(1028) -1(278) 1(20) 2(298) 3(411) 4(246) 5(244)
158	3484	ADJ_California	-5(306) -4(367) -3(466) -2(253) -1(246) 1(203) 2(151) 3(493) 4(630) 5(369)
159	3466	ADJ_forward	-5(296) -4(647) -3(793) -2(503) -1(97) 1(91) 2(285) 3(205) 4(337) 5(212)
160	3448	ADJ_both	-5(256) -4(478) -3(504) -2(284) -1(329) 1(74) 2(395) 3(572) 4(318) 5(238)
161	3446	ADJ_list	-5(291) -4(356) -3(548) -2(497) -1(84) 1(671) 2(302) 3(239) 4(240) 5(218)
162	3432	ADJ_move	-5(213) -4(554) -3(869) -2(273) -1(169) 1(197) 2(331) 3(343) 4(287) 5(196)
163	3426	ADJ_discuss	-5(259) -4(461) -3(450) -2(606) -1(256) 1(18) 2(580) 3(285) 4(292) 5(219)
164	3402	ADJ_help	-5(276) -4(636) -3(535) -2(335) -1(78) 1(166) 2(550) 3(293) 4(268) 5(265)
165	3392	ADJ_after	-5(233) -4(321) -3(265) -2(576) -1(134) 1(385) 2(446) 3(374) 4(432) 5(226)
166	3365	ADJ_date	-5(186) -4(287) -3(358) -2(194) -1(133) 1(1050) 2(297) 3(355) 4(267) 5(238)
167	3351	ADJ_financial	-5(171) -4(387) -3(261) -2(226) -1(125) 1(610) 2(468) 3(419) 4(481) 5(203)
168	3349	ADJ_risk	-5(164) -4(277) -3(403) -2(220) -1(85) 1(849) 2(334) 3(321) 4(395) 5(301)
169	3338	ADJ_way	-5(261) -4(421) -3(376) -2(230) -1(73) 1(1043) 2(133) 3(247) 4(301) 5(253)
170	3319	ADJ_set	-5(255) -4(561) -3(661) -2(377) -1(41) 1(265) 2(331) 3(330) 4(294) 5(204)
171	3310	ADJ_those	-5(256) -4(380) -3(427) -2(240) -1(412) 1(60) 2(391) 3(535) 4(373) 5(236)
172	3309	ADJ_between	-5(179) -4(226) -3(331) -2(337) -1(148) 1(136) 2(949) 3(209) 4(605) 5(189)
173	3304	ADJ_people	-5(221) -4(365) -3(360) -2(264) -1(116) 1(1000) 2(225) 3(327) 4(211) 5(215)
173	3304	ADJ_much	-5(231) -4(353) -3(559) -2(393) -1(825) 1(12) 2(183) 3(244) 4(330) 5(174)
175	3295	ADJ_might	-5(206) -4(428) -3(608) -2(915) -1(36) 1(26) 2(186) 3(385) 4(335) 5(170)
176	3263	ADJ_document	-5(220) -4(401) -3(478) -2(229) -1(116) 1(854) 2(250) 3(203) 4(296) 5(216)
177	3224	ADJ_request	-5(301) -4(448) -3(603) -2(444) -1(139) 1(348) 2(270) 3(202) 4(276) 5(193)
178	3197	ADJ_process	-5(247) -4(398) -3(430) -2(345) -1(101) 1(561) 2(308) 3(244) 4(288) 5(275)
179	3183	ADJ_too	-5(126) -4(340) -3(155) -2(106) -1(1669) 1(174) 2(141) 3(126) 4(191) 5(155)
180	3157	ADJ_utility	-5(205) -4(315) -3(391) -2(290) -1(154) 1(782) 2(165) 3(279) 4(326) 5(250)
181	3139	ADJ_pay	-5(209) -4(438) -3(452) -2(575) -1(218) 1(116) 2(335) 3(308) 4(257) 5(231)
182	3137	ADJ_trade	-5(172) -4(323) -3(379) -2(270) -1(299) 1(493) 2(390) 3(241) 4(352) 5(218)
183	3131	ADJ_before	-5(245) -4(449) -3(324) -2(388) -1(124) 1(330) 2(419) 3(322) 4(284) 5(246)
184	3114	ADJ_credit	-5(189) -4(346) -3(320) -2(201) -1(104) 1(566) 2(339) 3(388) 4(462) 5(199)
185	3106	ADJ_form	-5(190) -4(228) -3(340) -2(449) -1(92) 1(868) 2(255) 3(246) 4(222) 5(216)
186	3105	ADJ_right	-5(205) -4(354) -3(331) -2(156) -1(27) 1(417) 2(310) 3(382) 4(640) 5(283)
187	3096	ADJ_month	-5(233) -4(315) -3(382) -2(239) -1(228) 1(446) 2(285) 3(344) 4(270) 5(354)
188	3088	ADJ_draft	-5(190) -4(314) -3(412) -2(208) -1(120) 1(1246) 2(144) 3(133) 4(219) 5(102)
189	3082	ADJ_project	-5(208) -4(354) -3(390) -2(255) -1(78) 1(636) 2(254) 3(250) 4(379) 5(278)
190	3064	ADJ_point	-5(232) -4(434) -3(344) -2(200) -1(96) 1(651) 2(372) 3(188) 4(304) 5(243)
191	3052	ADJ_In	-5(547) -4(569) -3(414) -2(679) -1(794) 1(4) 2(16) 3(6) 4(17) 5(6)
192	3051	ADJ_Have	-5(41) -4(262) -3(135) -2(2563) -1(45) 1(0) 2(3) 3(1) 4(0) 5(1)
193	3029	ADJ_party	-5(173) -4(319) -3(343) -2(207) -1(90) 1(1082) 2(191) 3(150) 4(262) 5(212)
194	3004	ADJ_since	-5(280) -4(639) -3(252) -2(200) -1(79) 1(343) 2(448) 3(282) 4(259) 5(222)
194	3004	ADJ_access	-5(119) -4(258) -3(351) -2(416) -1(50) 1(945) 2(325) 3(177) 4(184) 5(179)
196	2995	ADJ_plan	-5(274) -4(523) -3(412) -2(300) -1(61) 1(480) 2(255) 3(200) 4(266) 5(224)
197	2992	ADJ_contact	-5(169) -4(312) -3(226) -2(211) -1(23) 1(412) 2(944) 3(301) 4(286) 5(108)
198	2975	ADJ_require	-5(256) -4(379) -3(430) -2(516) -1(347) 1(54) 2(231) 3(239) 4(277) 5(246)
199	2965	ADJ_electricity	-5(179) -4(258) -3(326) -2(223) -1(54) 1(720) 2(170) 3(429) 4(377) 5(229)
200	2964	ADJ_until	-5(178) -4(397) -3(206) -2(312) -1(146) 1(386) 2(306) 3(407) 4(357) 5(269)
201	2961	ADJ_then	-5(295) -4(471) -3(397) -2(229) -1(143) 1(248) 2(358) 3(343) 4(234) 5(243)
202	2948	ADJ_A	-5(273) -4(393) -3(336) -2(298) -1(1147) 1(111) 2(85) 3(101) 4(122) 5(82)
203	2926	ADJ_offer	-5(220) -4(387) -3(390) -2(441) -1(216) 1(330) 2(275) 3(180) 4(336) 5(151)
203	2926	ADJ_capacity	-5(146) -4(310) -3(414) -2(206) -1(140) 1(601) 2(300) 3(328) 4(264) 5(217)
205	2912	ADJ_legally	-5(2) -4(31) -3(725) -2(19) -1(826) 1(16) 2(222) 3(421) 4(309) 5(341)
206	2880	ADJ_order	-5(200) -4(436) -3(419) -2(333) -1(98) 1(370) 2(242) 3(276) 4(235) 5(271)
207	2851	ADJ_address	-5(117) -4(324) -3(352) -2(299) -1(98) 1(248) 2(320) 3(169) 4(681) 5(243)
208	2840	ADJ_keep	-5(291) -4(436) -3(496) -2(487) -1(221) 1(17) 2(276) 3(273) 4(158) 5(185)
209	2805	ADJ_her	-5(224) -4(333) -3(324) -2(244) -1(385) 1(65) 2(238) 3(469) 4(308) 5(215)
210	2734	ADJ_start	-5(177) -4(401) -3(446) -2(381) -1(84) 1(200) 2(313) 3(306) 4(238) 5(188)
211	2724	ADJ_dont	-5(363) -4(393) -3(611) -2(129) -1(25) 1(46) 2(285) 3(386) 4(295) 5(191)
212	2723	ADJ_let	-5(381) -4(465) -3(200) -2(78) -1(19) 1(144) 2(434) 3(457) 4(359) 5(186)
